0	0
1	6.69E-06
2	2.68E-05
3	6.0199E-05
4	0.000106944
5	0.000166948
6	0.000240136
7	0.000326421
8	0.000425696
9	0.000537841
10	0.000662719
11	0.000800177
12	0.00095005
13	0.001112153
14	0.00128629
15	0.001472248
16	0.001669801
17	0.001878708
18	0.002098714
19	0.002329552
20	0.00257094
21	0.002822584
22	0.003084178
23	0.003355403
24	0.003635927
25	0.003925411
26	0.0042235
27	0.004529832
28	0.004844034
29	0.005165722
30	0.005494506
31	0.005829983
32	0.006171746
33	0.006519378
34	0.006872455
35	0.007230548
36	0.00759322
37	0.007960029
38	0.008330529
39	0.008704267
40	0.009080789
41	0.009459636
42	0.009840347
43	0.010222456
44	0.0106055
45	0.010989011
46	0.011372522
47	0.011755566
48	0.012137675
49	0.012518386
50	0.012897233
51	0.013273755
52	0.013647493
53	0.014017993
54	0.014384802
55	0.014747474
56	0.015105567
57	0.015458644
58	0.015806276
59	0.016148039
60	0.016483517
61	0.0168123
62	0.017133988
63	0.01744819
64	0.017754522
65	0.018052611
66	0.018342095
67	0.01862262
68	0.018893844
69	0.019155438
70	0.019407082
71	0.01964847
72	0.019879308
73	0.020099314
74	0.020308221
75	0.020505774
76	0.020691732
77	0.020865869
78	0.021027972
79	0.021177845
80	0.021315304
81	0.021440182
82	0.021552326
83	0.021651601
84	0.021737886
85	0.021811074
86	0.021871078
87	0.021917823
88	0.021951253
89	0.021971328
90	0.021978022
