0	0.0219780220000000
1	0.0219713280000000
2	0.0219512530000000
3	0.0219178230000000
4	0.0218710780000000
5	0.0218110740000000
6	0.0217378860000000
7	0.0216516010000000
8	0.0215523260000000
9	0.0214401820000000
10	0.0213153040000000
11	0.0211778450000000
12	0.0210279720000000
13	0.0208658690000000
14	0.0206917320000000
15	0.0205057740000000
16	0.0203082210000000
17	0.0200993140000000
18	0.0198793080000000
19	0.0196484700000000
20	0.0194070820000000
21	0.0191554380000000
22	0.0188938440000000
23	0.0186226200000000
24	0.0183420950000000
25	0.0180526110000000
26	0.0177545220000000
27	0.0174481900000000
28	0.0171339880000000
29	0.0168123000000000
30	0.0164835170000000
31	0.0161480390000000
32	0.0158062760000000
33	0.0154586440000000
34	0.0151055670000000
35	0.0147474740000000
36	0.0143848020000000
37	0.0140179930000000
38	0.0136474930000000
39	0.0132737550000000
40	0.0128972330000000
41	0.0125183860000000
42	0.0121376750000000
43	0.0117555660000000
44	0.0113725220000000
45	0.0109890110000000
46	0.0106055000000000
47	0.0102224560000000
48	0.00984034700000000
49	0.00945963600000000
50	0.00908078900000000
51	0.00870426700000000
52	0.00833052900000000
53	0.00796002900000000
54	0.00759322000000000
55	0.00723054800000000
56	0.00687245500000000
57	0.00651937800000000
58	0.00617174600000000
59	0.00582998300000000
60	0.00549450600000000
61	0.00516572200000000
62	0.00484403400000000
63	0.00452983200000000
64	0.00422350000000000
65	0.00392541100000000
66	0.00363592700000000
67	0.00335540300000000
68	0.00308417800000000
69	0.00282258400000000
70	0.00257094000000000
71	0.00232955200000000
72	0.00209871400000000
73	0.00187870800000000
74	0.00166980100000000
75	0.00147224800000000
76	0.00128629000000000
77	0.00111215300000000
78	0.000950050000000000
79	0.000800177000000000
80	0.000662719000000000
81	0.000537841000000000
82	0.000425696000000000
83	0.000326421000000000
84	0.000240136000000000
85	0.000166948000000000
86	0.000106944000000000
87	6.01990000000000e-05
88	2.68000000000000e-05
89	6.69000000000000e-06
90	0
